subject,TrialNo,TrialID,strategy,Order,total_dis,Top,Target,short_dis,learn_dis,Start_x,Start_y,Goal_x,Goal_y,Distance,ES,EL
605,1,dsp1_18,shortcut,1,142.0,Trashcan,well,142,264,53,194,174,173,115.333,1.0,0.5378787878787878
605,2,dsp1_23,learned,2,404.0,harp,plant,164,404,134,153,93,30,126.667,2.4634146341463414,1.0
605,3,dsp1_17,reverse learned,3,305.0,trashcan,picnic table,183,669,53,194,73,71,130.667,1.6666666666666667,0.45590433482810166
605,4,dsp1_19,shortcut liberal,4,183.0,bookshelf,plant,143,547,73,153,93,30,118.667,1.2797202797202798,0.33455210237659966
605,5,dsp1_11,shortcut,5,82.0,picnic table,wheelbarrow,82,448,73,71,114,112,44.0,1.0,0.18303571428571427
605,6,dsp1_13,shortcut,6,323.0,stove,chair,323,569,33,30,214,132,222.667,1.0,0.5676625659050967
605,7,dsp1_22,shortcut,7,163.0,wheelbarrow,stove,163,607,114,112,33,30,114.667,1.0,0.2685337726523888
605,8,dsp1_16,learned liberal,8,505.0,piano,harp,203,285,13,153,134,153,153.333,2.4876847290640396,1.7719298245614035
605,9,dsp1_07,uncodable,9,425.0,telescope,trashcan,265,427,134,10,53,194,221.333,1.6037735849056605,0.9953161592505855
605,10,dsp1_05,shortcut liberal,10,304.0,mailbox,bookshelf,264,588,214,30,73,153,197.333,1.1515151515151516,0.5170068027210885
605,11,dsp1_03,shortcut,11,281.0,chair,Piano,261,548,214,132,13,153,234.667,1.0766283524904214,0.5127737226277372
605,12,dsp1_09,reverse learned,12,344.0,plant,well,224,630,93,30,174,173,171.333,1.5357142857142858,0.546031746031746
605,13,dsp1_02,shortcut,13,203.0,well,picnic table,203,405,174,173,73,71,137.2,1.0,0.5012345679012346
605,14,dsp1_21,shortcut liberal,14,242.0,wheelbarrow,mailbox,182,304,114,112,214,30,116.0,1.3296703296703296,0.7960526315789473
605,15,dsp1_24,shortcut,15,183.0,harp,telescope,183,343,134,153,134,10,133.333,1.0,0.5335276967930029
605,16,dsp1_10,uncodable,16,691.0,plant,piano,182,285,93,30,13,153,152.0,3.7967032967032965,2.424561403508772
605,17,dsp1_06,shortcut,17,203.0,mailbox,harp,203,731,214,30,134,153,153.333,1.0,0.2777017783857729
605,18,dsp1_14,shortcut,18,203.0,stove,bookshelf,203,285,33,30,73,153,137.333,1.0,0.712280701754386
605,19,dsp1_04,shortcut liberal,19,303.0,chair,trashcan,223,629,214,132,53,194,185.333,1.358744394618834,0.48171701112877585
605,20,dsp1_08,shortcut,20,162.0,telescope,wheelbarrow,162,570,134,10,114,112,115.333,1.0,0.28421052631578947
606,1,dsp1_13,reversed learned,1,405.0,stove,chair,323,569,33,30,214,132,222.667,1.2538699690402477,0.7117750439367311
606,2,dsp1_09,reversed learned,2,344.0,plant,well,224,630,93,30,174,173,171.333,1.5357142857142858,0.546031746031746
606,3,dsp1_21,learned,3,324.0,wheelbarrow,mailbox,182,304,114,112,214,30,116.0,1.7802197802197801,1.0657894736842106
606,4,dsp1_22,reversed learned,4,367.0,wheelbarrow,stove,163,607,114,112,33,30,114.667,2.2515337423312882,0.6046128500823723
606,5,dsp1_14,shortcut,5,223.0,stove,bookshelf,203,285,33,30,73,153,137.333,1.0985221674876848,0.7824561403508772
606,6,dsp1_07,uncodable,6,465.0,telescope,trashcan,265,427,134,10,53,194,221.333,1.7547169811320755,1.088992974238876
606,7,dsp1_10,shortcut,7,203.0,plant,piano,182,285,93,30,13,153,152.0,1.1153846153846154,0.712280701754386
606,8,dsp1_03,uncodable,8,466.0,chair,Piano,261,548,214,132,13,153,234.667,1.78544061302682,0.8503649635036497
606,9,dsp1_17,shortcut liberal,9,347.0,trashcan,picnic table,183,669,53,194,73,71,130.667,1.8961748633879782,0.5186846038863976
606,10,dsp1_02,uncodable,10,445.0,well,picnic table,203,405,174,173,73,71,137.2,2.1921182266009853,1.0987654320987654
606,11,dsp1_16,shortcut,11,203.0,piano,harp,203,285,13,153,134,153,153.333,1.0,0.712280701754386
606,12,dsp1_23,learned,12,404.0,harp,plant,164,404,134,153,93,30,126.667,2.4634146341463414,1.0
606,13,dsp1_19,shortcut liberal,13,345.0,bookshelf,plant,143,547,73,153,93,30,118.667,2.4125874125874125,0.6307129798903108
606,14,dsp1_18,learned liberal,14,304.0,Trashcan,well,142,264,53,194,174,173,115.333,2.140845070422535,1.1515151515151516
606,15,dsp1_06,shortcut,15,223.0,mailbox,harp,203,731,214,30,134,153,153.333,1.0985221674876848,0.30506155950752395
606,16,dsp1_04,shortcut,16,223.0,chair,trashcan,223,629,214,132,53,194,185.333,1.0,0.35453100158982515
606,17,dsp1_08,uncodable,17,546.0,telescope,wheelbarrow,162,570,134,10,114,112,115.333,3.3703703703703702,0.9578947368421052
606,18,dsp1_11,shortcut,18,82.0,picnic table,wheelbarrow,82,448,73,71,114,112,44.0,1.0,0.18303571428571427
606,19,dsp1_05,shortcut,19,264.0,mailbox,bookshelf,264,588,214,30,73,153,197.333,1.0,0.4489795918367347
606,20,dsp1_24,uncodable,20,363.0,harp,telescope,183,343,134,153,134,10,133.333,1.9836065573770492,1.0583090379008746
607,1,dsp1_07,learned,1,427.0,telescope,trashcan,265,427,134,10,53,194,221.333,1.6113207547169812,1.0
607,2,dsp1_17,Failure,2,792.0,trashcan,picnic table,183,669,53,194,73,71,130.667,4.327868852459017,1.1838565022421526
607,3,dsp1_14,uncodable,3,407.0,stove,bookshelf,203,285,33,30,73,153,137.333,2.0049261083743843,1.4280701754385965
607,4,dsp1_04,shortcut,4,223.0,chair,trashcan,223,629,214,132,53,194,185.333,1.0,0.35453100158982515
607,5,dsp1_23,Failure,5,814.0,harp,plant,164,404,134,153,93,30,126.667,4.963414634146342,2.014851485148515
607,6,dsp1_03,learned liberal,6,466.0,chair,Piano,261,548,214,132,13,153,234.667,1.78544061302682,0.8503649635036497
607,7,dsp1_06,shortcut,7,203.0,mailbox,harp,203,731,214,30,134,153,153.333,1.0,0.2777017783857729
607,8,dsp1_02,uncodable,8,689.0,well,picnic table,203,405,174,173,73,71,137.2,3.394088669950739,1.7012345679012346
607,9,dsp1_05,learned liberal,9,506.0,mailbox,bookshelf,264,588,214,30,73,153,197.333,1.9166666666666667,0.8605442176870748
607,10,dsp1_19,Failure,10,791.0,bookshelf,plant,143,547,73,153,93,30,118.667,5.531468531468532,1.4460694698354661
607,11,dsp1_10,learned liberal,11,607.0,plant,piano,182,285,93,30,13,153,152.0,3.3351648351648353,2.1298245614035087
607,12,dsp1_09,reversed learned,12,344.0,plant,well,224,630,93,30,174,173,171.333,1.5357142857142858,0.546031746031746
607,13,dsp1_21,uncodable,13,690.0,wheelbarrow,mailbox,182,304,114,112,214,30,116.0,3.791208791208791,2.2697368421052633
607,14,dsp1_11,learned liberal,14,202.0,picnic table,wheelbarrow,82,448,73,71,114,112,44.0,2.4634146341463414,0.45089285714285715
607,15,dsp1_16,shortcut,15,203.0,piano,harp,203,285,13,153,134,153,153.333,1.0,0.712280701754386
607,16,dsp1_13,uncodable,16,527.0,stove,chair,323,569,33,30,214,132,222.667,1.631578947368421,0.9261862917398945
607,17,dsp1_18,shortcut,17,142.0,Trashcan,well,142,264,53,194,174,173,115.333,1.0,0.5378787878787878
607,18,dsp1_24,uncodable,18,487.0,harp,telescope,183,343,134,153,134,10,133.333,2.66120218579235,1.4198250728862973
607,19,dsp1_08,shortcut,19,164.0,telescope,wheelbarrow,162,570,134,10,114,112,115.333,1.0123456790123457,0.28771929824561404
607,20,dsp1_22,shortcut,20,163.0,wheelbarrow,stove,163,607,114,112,33,30,114.667,1.0,0.2685337726523888
608,1,dsp1_18,learned,1,264.0,Trashcan,well,142,264,53,194,174,173,115.333,1.8591549295774648,1.0
608,2,dsp1_04,shortcut,2,223.0,chair,trashcan,223,629,214,132,53,194,185.333,1.0,0.35453100158982515
608,3,dsp1_21,uncodable,3,408.0,wheelbarrow,mailbox,182,304,114,112,214,30,116.0,2.241758241758242,1.3421052631578947
608,4,dsp1_06,shortcut liberal,4,243.0,mailbox,harp,203,731,214,30,134,153,153.333,1.1970443349753694,0.332421340629275
608,5,dsp1_02,learned,5,447.0,well,picnic table,203,405,174,173,73,71,137.2,2.2019704433497536,1.1037037037037036
608,6,dsp1_13,uncodable,6,607.0,stove,chair,323,569,33,30,214,132,222.667,1.8792569659442724,1.0667838312829525
608,7,dsp1_03,shortcut,7,281.0,chair,Piano,261,548,214,132,13,153,234.667,1.0766283524904214,0.5127737226277372
608,8,dsp1_14,uncodable,8,325.0,stove,bookshelf,203,285,33,30,73,153,137.333,1.6009852216748768,1.1403508771929824
608,9,dsp1_10,Failure,9,811.0,plant,piano,182,285,93,30,13,153,152.0,4.456043956043956,2.8456140350877193
608,10,dsp1_08,shortcut,10,162.0,telescope,wheelbarrow,162,570,134,10,114,112,115.333,1.0,0.28421052631578947
608,11,dsp1_07,shortcut liberal,11,305.0,telescope,trashcan,265,427,134,10,53,194,221.333,1.150943396226415,0.7142857142857143
608,12,dsp1_23,learned,12,404.0,harp,plant,164,404,134,153,93,30,126.667,2.4634146341463414,1.0
608,13,dsp1_05,uncodable,13,508.0,mailbox,bookshelf,264,588,214,30,73,153,197.333,1.9242424242424243,0.8639455782312925
608,14,dsp1_19,shortcut,14,143.0,bookshelf,plant,143,547,73,153,93,30,118.667,1.0,0.26142595978062155
608,15,dsp1_11,shortcut,15,122.0,picnic table,wheelbarrow,82,448,73,71,114,112,44.0,1.4878048780487805,0.27232142857142855
608,16,dsp1_16,shortcut,16,203.0,piano,harp,203,285,13,153,134,153,153.333,1.0,0.712280701754386
608,17,dsp1_09,uncodable,17,546.0,plant,well,224,630,93,30,174,173,171.333,2.4375,0.8666666666666667
608,18,dsp1_24,learned,18,343.0,harp,telescope,183,343,134,153,134,10,133.333,1.8743169398907105,1.0
608,19,dsp1_17,learned liberal,19,629.0,trashcan,picnic table,183,669,53,194,73,71,130.667,3.4371584699453552,0.9402092675635276
608,20,dsp1_22,learned,20,607.0,wheelbarrow,stove,163,607,114,112,33,30,114.667,3.723926380368098,1.0
609,1,dsp1_19,shortcut liberal,1,305.0,bookshelf,plant,143,547,73,153,93,30,118.667,2.132867132867133,0.5575868372943327
609,2,dsp1_16,shortcut,2,203.0,piano,harp,203,285,13,153,134,153,153.333,1.0,0.712280701754386
609,3,dsp1_21,shortcut liberal,3,242.0,wheelbarrow,mailbox,182,304,114,112,214,30,116.0,1.3296703296703296,0.7960526315789473
609,4,dsp1_03,shortcut liberal,4,342.0,chair,Piano,261,548,214,132,13,153,234.667,1.3103448275862069,0.6240875912408759
609,5,dsp1_08,shortcut,5,182.0,telescope,wheelbarrow,162,570,134,10,114,112,115.333,1.123456790123457,0.3192982456140351
609,6,dsp1_18,shortcut,6,142.0,Trashcan,well,142,264,53,194,174,173,115.333,1.0,0.5378787878787878
609,7,dsp1_14,shortcut,7,203.0,stove,bookshelf,203,285,33,30,73,153,137.333,1.0,0.712280701754386
609,8,dsp1_13,shortcut liberal,8,385.0,stove,chair,323,569,33,30,214,132,222.667,1.1919504643962848,0.6766256590509666
609,9,dsp1_24,shortcut,9,203.0,harp,telescope,183,343,134,153,134,10,133.333,1.1092896174863387,0.5918367346938775
609,10,dsp1_02,shortcut,10,203.0,well,picnic table,203,405,174,173,73,71,137.2,1.0,0.5012345679012346
609,11,dsp1_22,shortcut liberal,11,527.0,wheelbarrow,stove,163,607,114,112,33,30,114.667,3.233128834355828,0.8682042833607908
609,12,dsp1_17,rev learned liberal,12,223.0,trashcan,picnic table,183,669,53,194,73,71,130.667,1.2185792349726776,0.3333333333333333
609,13,dsp1_07,shortcut liberal,13,305.0,telescope,trashcan,265,427,134,10,53,194,221.333,1.150943396226415,0.7142857142857143
609,14,dsp1_04,shortcut,14,223.0,chair,trashcan,223,629,214,132,53,194,185.333,1.0,0.35453100158982515
609,15,dsp1_11,shortcut,15,102.0,picnic table,wheelbarrow,82,448,73,71,114,112,44.0,1.2439024390243902,0.22767857142857142
609,16,dsp1_09,shortcut liberal,16,304.0,plant,well,224,630,93,30,174,173,171.333,1.3571428571428572,0.48253968253968255
609,17,dsp1_05,shortcut,17,264.0,mailbox,bookshelf,264,588,214,30,73,153,197.333,1.0,0.4489795918367347
609,18,dsp1_23,shortcut liberal,18,284.0,harp,plant,164,404,134,153,93,30,126.667,1.7317073170731707,0.7029702970297029
609,19,dsp1_06,shortcut liberal,19,243.0,mailbox,harp,203,731,214,30,134,153,153.333,1.1970443349753694,0.332421340629275
609,20,dsp1_10,shortcut,20,203.0,plant,piano,182,285,93,30,13,153,152.0,1.1153846153846154,0.712280701754386
610,1,dsp1_23,shortcut liberal,1,244.0,harp,plant,164,404,134,153,93,30,126.667,1.4878048780487805,0.6039603960396039
610,2,dsp1_16,shortcut,2,203.0,piano,harp,203,285,13,153,134,153,153.333,1.0,0.712280701754386
610,3,dsp1_02,shortcut liberal,3,285.0,well,picnic table,203,405,174,173,73,71,137.2,1.4039408866995073,0.7037037037037037
610,4,dsp1_10,learned,4,285.0,plant,piano,182,285,93,30,13,153,152.0,1.565934065934066,1.0
610,5,dsp1_08,shortcut,5,202.0,telescope,wheelbarrow,162,570,134,10,114,112,115.333,1.2469135802469136,0.3543859649122807
610,6,dsp1_17,rev learned liberal,6,223.0,trashcan,picnic table,183,669,53,194,73,71,130.667,1.2185792349726776,0.3333333333333333
610,7,dsp1_18,shortcut,7,142.0,Trashcan,well,142,264,53,194,174,173,115.333,1.0,0.5378787878787878
610,8,dsp1_14,uncodable,8,365.0,stove,bookshelf,203,285,33,30,73,153,137.333,1.7980295566502462,1.280701754385965
610,9,dsp1_09,learned liberal,9,304.0,plant,well,224,630,93,30,174,173,171.333,1.3571428571428572,0.48253968253968255
610,10,dsp1_21,shortcut liberal,10,242.0,wheelbarrow,mailbox,182,304,114,112,214,30,116.0,1.3296703296703296,0.7960526315789473
610,11,dsp1_24,shortcut,11,203.0,harp,telescope,183,343,134,153,134,10,133.333,1.1092896174863387,0.5918367346938775
610,12,dsp1_22,shortcut liberal,12,243.0,wheelbarrow,stove,163,607,114,112,33,30,114.667,1.49079754601227,0.400329489291598
610,13,dsp1_03,shortcut,13,281.0,chair,Piano,261,548,214,132,13,153,234.667,1.0766283524904214,0.5127737226277372
610,14,dsp1_13,shortcut,14,343.0,stove,chair,323,569,33,30,214,132,222.667,1.061919504643963,0.6028119507908611
610,15,dsp1_11,shortcut,15,82.0,picnic table,wheelbarrow,82,448,73,71,114,112,44.0,1.0,0.18303571428571427
610,16,dsp1_05,shortcut,16,264.0,mailbox,bookshelf,264,588,214,30,73,153,197.333,1.0,0.4489795918367347
