subject,TrialNo,TrialID,strategy,Order,total_dis,Top,Target,short_dis,learn_dis,Start_x,Start_y,Goal_x,Goal_y,Distance,ES,EL
653,20,dsp1_09,learned liberal,20,548.0,plant,well,224,630,93,30,174,173,171.333,2.4464285714285716,0.8698412698412699
656,1,dsp1_22,learned,1,607.0,wheelbarrow,stove,163,607,114,112,33,30,114.667,3.723926380368098,1.0
656,2,dsp1_04,learned,2,629.0,chair,trashcan,223,629,214,132,53,194,185.333,2.820627802690583,1.0
656,3,dsp1_17,rev learned,3,305.0,trashcan,picnic table,183,669,53,194,73,71,130.667,1.6666666666666667,0.45590433482810166
656,4,dsp1_24,learned,4,343.0,harp,telescope,183,343,134,153,134,10,133.333,1.8743169398907105,1.0
656,5,dsp1_05,learned liberal,5,526.0,mailbox,bookshelf,264,588,214,30,73,153,197.333,1.9924242424242424,0.8945578231292517
656,6,dsp1_16,shortcut,6,223.0,piano,harp,203,285,13,153,134,153,153.333,1.0985221674876848,0.7824561403508772
656,7,dsp1_02,learned,7,405.0,well,picnic table,203,405,174,173,73,71,137.2,1.9950738916256157,1.0
656,8,dsp1_10,Failure,8,649.0,plant,piano,182,285,93,30,13,153,152.0,3.565934065934066,2.2771929824561403
656,9,dsp1_21,shortcut,9,202.0,wheelbarrow,mailbox,182,304,114,112,214,30,116.0,1.10989010989011,0.6644736842105263
656,10,dsp1_11,Failure,10,709.0,picnic table,wheelbarrow,82,448,73,71,114,112,44.0,8.646341463414634,1.5825892857142858
656,11,dsp1_18,Failure,11,771.0,Trashcan,well,142,264,53,194,174,173,115.333,5.429577464788732,2.9204545454545454
656,12,dsp1_06,learned liberal,12,567.0,mailbox,harp,203,731,214,30,134,153,153.333,2.793103448275862,0.7756497948016415
656,13,dsp1_09,shortcut liberal,13,344.0,plant,well,224,630,93,30,174,173,171.333,1.5357142857142858,0.546031746031746
656,14,dsp1_13,rev learned,14,405.0,stove,chair,323,569,33,30,214,132,222.667,1.2538699690402477,0.7117750439367311
656,15,dsp1_14,learned,15,285.0,stove,bookshelf,203,285,33,30,73,153,137.333,1.4039408866995073,1.0
656,16,dsp1_23,learned liberal,16,404.0,harp,plant,164,404,134,153,93,30,126.667,2.4634146341463414,1.0
656,17,dsp1_07,learned liberal,17,345.0,telescope,trashcan,265,427,134,10,53,194,221.333,1.3018867924528301,0.8079625292740047
656,18,dsp1_08,rev learned liberal,18,424.0,telescope,wheelbarrow,162,570,134,10,114,112,115.333,2.617283950617284,0.743859649122807
656,19,dsp1_03,learned liberal,19,466.0,chair,Piano,261,548,214,132,13,153,234.667,1.78544061302682,0.8503649635036497
656,20,dsp1_19,rev learned liberal,20,345.0,bookshelf,plant,143,547,73,153,93,30,118.667,2.4125874125874125,0.6307129798903108
657,1,dsp1_04,learned,1,629.0,chair,trashcan,223,629,214,132,53,194,185.333,2.820627802690583,1.0
657,2,dsp1_16,learned,2,285.0,piano,harp,203,285,13,153,134,153,153.333,1.4039408866995073,1.0
657,3,dsp1_13,rev learned liberal,3,569.0,stove,chair,323,569,33,30,214,132,222.667,1.761609907120743,1.0
657,4,dsp1_19,learned,4,547.0,bookshelf,plant,143,547,73,153,93,30,118.667,3.825174825174825,1.0
657,5,dsp1_05,learned,5,608.0,mailbox,bookshelf,264,588,214,30,73,153,197.333,2.303030303030303,1.034013605442177
657,6,dsp1_21,Failure,6,652.0,wheelbarrow,mailbox,182,304,114,112,214,30,116.0,3.5824175824175826,2.1447368421052633
657,7,dsp1_18,learned,7,264.0,Trashcan,well,142,264,53,194,174,173,115.333,1.8591549295774648,1.0
657,8,dsp1_03,learned liberal,8,466.0,chair,Piano,261,548,214,132,13,153,234.667,1.78544061302682,0.8503649635036497
657,9,dsp1_07,learned,9,427.0,telescope,trashcan,265,427,134,10,53,194,221.333,1.6113207547169812,1.0
657,10,dsp1_10,shortcut,10,203.0,plant,piano,182,285,93,30,13,153,152.0,1.1153846153846154,0.712280701754386
657,11,dsp1_24,learned,11,343.0,harp,telescope,183,343,134,153,134,10,133.333,1.8743169398907105,1.0
657,12,dsp1_22,Failure,12,670.0,wheelbarrow,stove,163,607,114,112,33,30,114.667,4.110429447852761,1.1037891268533773
657,13,dsp1_23,learned,13,404.0,harp,plant,164,404,134,153,93,30,126.667,2.4634146341463414,1.0
657,14,dsp1_14,uncodable,14,325.0,stove,bookshelf,203,285,33,30,73,153,137.333,1.6009852216748768,1.1403508771929824
657,15,dsp1_09,learned liberal,15,548.0,plant,well,224,630,93,30,174,173,171.333,2.4464285714285716,0.8698412698412699
657,16,dsp1_08,shortcut liberal,16,326.0,telescope,wheelbarrow,162,570,134,10,114,112,115.333,2.0123456790123457,0.5719298245614035
657,17,dsp1_17,shortcut liberal,17,263.0,trashcan,picnic table,183,669,53,194,73,71,130.667,1.4371584699453552,0.3931240657698057
657,18,dsp1_06,learned liberal,18,405.0,mailbox,harp,203,731,214,30,134,153,153.333,1.9950738916256157,0.5540355677154583
657,19,dsp1_11,shortcut,19,82.0,picnic table,wheelbarrow,82,448,73,71,114,112,44.0,1.0,0.18303571428571427
657,20,dsp1_02,shortcut liberal,20,285.0,well,picnic table,203,405,174,173,73,71,137.2,1.4039408866995073,0.7037037037037037
658,1,dsp1_07,uncodable,1,425.0,telescope,trashcan,265,427,134,10,53,194,221.333,1.6037735849056605,0.9953161592505855
658,2,dsp1_10,rev learned liberal,2,285.0,plant,piano,182,285,93,30,13,153,152.0,1.565934065934066,1.0
658,3,dsp1_21,uncodable,3,282.0,wheelbarrow,mailbox,182,304,114,112,214,30,116.0,1.5494505494505495,0.9276315789473685
658,4,dsp1_22,Failure,4,732.0,wheelbarrow,stove,163,607,114,112,33,30,114.667,4.49079754601227,1.2059308072487644
658,5,dsp1_06,shortcut liberal,5,243.0,mailbox,harp,203,731,214,30,134,153,153.333,1.1970443349753694,0.332421340629275
658,6,dsp1_04,shortcut,6,223.0,chair,trashcan,223,629,214,132,53,194,185.333,1.0,0.35453100158982515
658,7,dsp1_05,shortcut liberal,7,346.0,mailbox,bookshelf,264,588,214,30,73,153,197.333,1.3106060606060606,0.5884353741496599
658,8,dsp1_17,Failure,8,729.0,trashcan,picnic table,183,669,53,194,73,71,130.667,3.9836065573770494,1.0896860986547086
658,9,dsp1_02,rev learned liberal,9,403.0,well,picnic table,203,405,174,173,73,71,137.2,1.9852216748768472,0.9950617283950617
658,10,dsp1_08,rev learned liberal,10,302.0,telescope,wheelbarrow,162,570,134,10,114,112,115.333,1.8641975308641976,0.5298245614035088
658,11,dsp1_18,uncodable,11,384.0,Trashcan,well,142,264,53,194,174,173,115.333,2.704225352112676,1.4545454545454546
658,12,dsp1_11,learned liberal,12,202.0,picnic table,wheelbarrow,82,448,73,71,114,112,44.0,2.4634146341463414,0.45089285714285715
658,13,dsp1_13,uncodable,13,631.0,stove,chair,323,569,33,30,214,132,222.667,1.9535603715170278,1.10896309314587
658,14,dsp1_14,shortcut,14,263.0,stove,bookshelf,203,285,33,30,73,153,137.333,1.2955665024630543,0.9228070175438596
658,15,dsp1_19,uncodable,15,507.0,bookshelf,plant,143,547,73,153,93,30,118.667,3.5454545454545454,0.926873857404022
658,16,dsp1_03,shortcut,16,304.0,chair,Piano,261,548,214,132,13,153,234.667,1.1647509578544062,0.5547445255474452
658,17,dsp1_23,learned liberal,17,364.0,harp,plant,164,404,134,153,93,30,126.667,2.2195121951219514,0.900990099009901
658,18,dsp1_24,shortcut,18,203.0,harp,telescope,183,343,134,153,134,10,133.333,1.1092896174863387,0.5918367346938775
658,19,dsp1_09,shortcut liberal,19,426.0,plant,well,224,630,93,30,174,173,171.333,1.9017857142857142,0.6761904761904762
658,20,dsp1_16,learned,20,285.0,piano,harp,203,285,13,153,134,153,153.333,1.4039408866995073,1.0
660,1,dsp1_19,uncodable,1,629.0,bookshelf,plant,143,547,73,153,93,30,118.667,4.398601398601398,1.1499085923217551
660,2,dsp1_07,shortcut liberal,2,305.0,telescope,trashcan,265,427,134,10,53,194,221.333,1.150943396226415,0.7142857142857143
660,3,dsp1_05,shortcut liberal,3,346.0,mailbox,bookshelf,264,588,214,30,73,153,197.333,1.3106060606060606,0.5884353741496599
660,4,dsp1_13,uncodable,4,487.0,stove,chair,323,569,33,30,214,132,222.667,1.5077399380804954,0.8558875219683656
660,5,dsp1_14,uncodable,5,325.0,stove,bookshelf,203,285,33,30,73,153,137.333,1.6009852216748768,1.1403508771929824
660,6,dsp1_10,uncodable,6,607.0,plant,piano,182,285,93,30,13,153,152.0,3.3351648351648353,2.1298245614035087
660,7,dsp1_03,shortcut,7,304.0,chair,Piano,261,548,214,132,13,153,234.667,1.1647509578544062,0.5547445255474452
660,8,dsp1_21,shortcut,8,202.0,wheelbarrow,mailbox,182,304,114,112,214,30,116.0,1.10989010989011,0.6644736842105263
660,9,dsp1_23,shortcut liberal,9,244.0,harp,plant,164,404,134,153,93,30,126.667,1.4878048780487805,0.6039603960396039
660,10,dsp1_04,shortcut,10,223.0,chair,trashcan,223,629,214,132,53,194,185.333,1.0,0.35453100158982515
660,11,dsp1_06,shortcut liberal,11,243.0,mailbox,harp,203,731,214,30,134,153,153.333,1.1970443349753694,0.332421340629275
660,12,dsp1_08,uncodable,12,648.0,telescope,wheelbarrow,162,570,134,10,114,112,115.333,4.0,1.1368421052631579
660,13,dsp1_11,shortcut liberal,13,182.0,picnic table,wheelbarrow,82,448,73,71,114,112,44.0,2.2195121951219514,0.40625
660,14,dsp1_09,shortcut,14,224.0,plant,well,224,630,93,30,174,173,171.333,1.0,0.35555555555555557
660,15,dsp1_16,shortcut,15,203.0,piano,harp,203,285,13,153,134,153,153.333,1.0,0.712280701754386
660,16,dsp1_02,uncodable,16,365.0,well,picnic table,203,405,174,173,73,71,137.2,1.7980295566502462,0.9012345679012346
660,17,dsp1_22,learned liberal,17,365.0,wheelbarrow,stove,163,607,114,112,33,30,114.667,2.2392638036809815,0.6013179571663921
660,18,dsp1_24,rev learned liberal,18,245.0,harp,telescope,183,343,134,153,134,10,133.333,1.3387978142076502,0.7142857142857143
660,19,dsp1_18,shortcut,19,142.0,Trashcan,well,142,264,53,194,174,173,115.333,1.0,0.5378787878787878
660,20,dsp1_17,shortcut,20,183.0,trashcan,picnic table,183,669,53,194,73,71,130.667,1.0,0.273542600896861
662,1,dsp1_06,reverse learned,1,243.0,mailbox,harp,203,731,214,30,134,153,153.333,1.1970443349753694,0.332421340629275
662,2,dsp1_05,shortcut,2,264.0,mailbox,bookshelf,264,588,214,30,73,153,197.333,1.0,0.4489795918367347
662,3,dsp1_09,shortcut liberal,3,304.0,plant,well,224,630,93,30,174,173,171.333,1.3571428571428572,0.48253968253968255
662,4,dsp1_04,shortcut,4,223.0,chair,trashcan,223,629,214,132,53,194,185.333,1.0,0.35453100158982515
662,5,dsp1_23,learned liberal,5,404.0,harp,plant,164,404,134,153,93,30,126.667,2.4634146341463414,1.0
662,6,dsp1_10,learned,6,285.0,plant,piano,182,285,93,30,13,153,152.0,1.565934065934066,1.0
662,7,dsp1_08,shortcut,7,182.0,telescope,wheelbarrow,162,570,134,10,114,112,115.333,1.123456790123457,0.3192982456140351
662,8,dsp1_13,shortcut liberal,8,405.0,stove,chair,323,569,33,30,214,132,222.667,1.2538699690402477,0.7117750439367311
662,9,dsp1_18,learned liberal,9,464.0,Trashcan,well,142,264,53,194,174,173,115.333,3.267605633802817,1.7575757575757576
662,10,dsp1_17,rev learned liberal,10,223.0,trashcan,picnic table,183,669,53,194,73,71,130.667,1.2185792349726776,0.3333333333333333
662,11,dsp1_24,learned,11,343.0,harp,telescope,183,343,134,153,134,10,133.333,1.8743169398907105,1.0
662,12,dsp1_21,uncodable,12,488.0,wheelbarrow,mailbox,182,304,114,112,214,30,116.0,2.681318681318681,1.605263157894737
662,13,dsp1_22,shortcut liberal,13,243.0,wheelbarrow,stove,163,607,114,112,33,30,114.667,1.49079754601227,0.400329489291598
662,14,dsp1_19,rev learned liberal,14,345.0,bookshelf,plant,143,547,73,153,93,30,118.667,2.4125874125874125,0.6307129798903108
662,15,dsp1_14,shortcut,15,203.0,stove,bookshelf,203,285,33,30,73,153,137.333,1.0,0.712280701754386
662,16,dsp1_02,uncodable,16,447.0,well,picnic table,203,405,174,173,73,71,137.2,2.2019704433497536,1.1037037037037036
662,17,dsp1_03,shortcut liberal,17,466.0,chair,Piano,261,548,214,132,13,153,234.667,1.78544061302682,0.8503649635036497
662,18,dsp1_11,shortcut liberal,18,202.0,picnic table,wheelbarrow,82,448,73,71,114,112,44.0,2.4634146341463414,0.45089285714285715
662,19,dsp1_16,learned liberal,19,365.0,piano,harp,203,285,13,153,134,153,153.333,1.7980295566502462,1.280701754385965
662,20,dsp1_07,uncodable,20,507.0,telescope,trashcan,265,427,134,10,53,194,221.333,1.9132075471698113,1.1873536299765808
663,1,dsp1_02,Failure,1,570.0,well,picnic table,203,405,174,173,73,71,137.2,2.8078817733990147,1.4074074074074074
663,2,dsp1_04,Failure,2,707.0,chair,trashcan,223,629,214,132,53,194,185.333,3.1704035874439462,1.124006359300477
663,3,dsp1_23,learned liberal,3,568.0,harp,plant,164,404,134,153,93,30,126.667,3.4634146341463414,1.4059405940594059
663,4,dsp1_21,shortcut,4,202.0,wheelbarrow,mailbox,182,304,114,112,214,30,116.0,1.10989010989011,0.6644736842105263
663,5,dsp1_18,learned liberal,5,628.0,Trashcan,well,142,264,53,194,174,173,115.333,4.422535211267606,2.378787878787879
663,6,dsp1_09,shortcut liberal,6,306.0,plant,well,224,630,93,30,174,173,171.333,1.3660714285714286,0.4857142857142857
663,7,dsp1_03,learned liberal,7,466.0,chair,Piano,261,548,214,132,13,153,234.667,1.78544061302682,0.8503649635036497
663,8,dsp1_10,shortcut,8,203.0,plant,piano,182,285,93,30,13,153,152.0,1.1153846153846154,0.712280701754386
663,9,dsp1_08,Failure,9,790.0,telescope,wheelbarrow,162,570,134,10,114,112,115.333,4.8765432098765435,1.3859649122807018
663,10,dsp1_06,Failure,10,748.0,mailbox,harp,203,731,214,30,134,153,153.333,3.684729064039409,1.0232558139534884
663,11,dsp1_13,uncodable,11,651.0,stove,chair,323,569,33,30,214,132,222.667,2.015479876160991,1.1441124780316345
663,12,dsp1_07,learned liberal,12,345.0,telescope,trashcan,265,427,134,10,53,194,221.333,1.3018867924528301,0.8079625292740047
663,13,dsp1_16,shortcut,13,245.0,piano,harp,203,285,13,153,134,153,153.333,1.206896551724138,0.8596491228070176
663,14,dsp1_19,learned liberal,14,507.0,bookshelf,plant,143,547,73,153,93,30,118.667,3.5454545454545454,0.926873857404022
663,15,dsp1_22,Failure,15,749.0,wheelbarrow,stove,163,607,114,112,33,30,114.667,4.595092024539877,1.2339373970345964
663,16,dsp1_17,rev learned liberal,16,305.0,trashcan,picnic table,183,669,53,194,73,71,130.667,1.6666666666666667,0.45590433482810166
663,17,dsp1_11,uncodable,17,530.0,picnic table,wheelbarrow,82,448,73,71,114,112,44.0,6.463414634146342,1.1830357142857142
663,18,dsp1_05,shortcut,18,264.0,mailbox,bookshelf,264,588,214,30,73,153,197.333,1.0,0.4489795918367347
663,19,dsp1_24,learned,19,343.0,harp,telescope,183,343,134,153,134,10,133.333,1.8743169398907105,1.0
663,20,dsp1_14,shortcut,20,203.0,stove,bookshelf,203,285,33,30,73,153,137.333,1.0,0.712280701754386
664,1,dsp1_24,learned,1,343.0,harp,telescope,183,343,134,153,134,10,133.333,1.8743169398907105,1.0
664,2,dsp1_19,rev learned liberal,2,345.0,bookshelf,plant,143,547,73,153,93,30,118.667,2.4125874125874125,0.6307129798903108
664,3,dsp1_16,shortcut,3,203.0,piano,harp,203,285,13,153,134,153,153.333,1.0,0.712280701754386
664,4,dsp1_11,rev learned liberal,4,526.0,picnic table,wheelbarrow,82,448,73,71,114,112,44.0,6.414634146341464,1.1741071428571428
664,5,dsp1_03,learned liberal,5,445.0,chair,Piano,261,548,214,132,13,153,234.667,1.7049808429118773,0.8120437956204379
664,6,dsp1_04,shortcut,6,223.0,chair,trashcan,223,629,214,132,53,194,185.333,1.0,0.35453100158982515
664,7,dsp1_17,rev learned liberal,7,223.0,trashcan,picnic table,183,669,53,194,73,71,130.667,1.2185792349726776,0.3333333333333333
664,8,dsp1_22,Failure,8,709.0,wheelbarrow,stove,163,607,114,112,33,30,114.667,4.3496932515337425,1.1680395387149918
664,9,dsp1_23,shortcut,9,164.0,harp,plant,164,404,134,153,93,30,126.667,1.0,0.40594059405940597
664,10,dsp1_02,shortcut,10,203.0,well,picnic table,203,405,174,173,73,71,137.2,1.0,0.5012345679012346
664,11,dsp1_10,shortcut,11,203.0,plant,piano,182,285,93,30,13,153,152.0,1.1153846153846154,0.712280701754386
664,12,dsp1_06,shortcut,12,203.0,mailbox,harp,203,731,214,30,134,153,153.333,1.0,0.2777017783857729
664,13,dsp1_08,Failure,13,831.0,telescope,wheelbarrow,162,570,134,10,114,112,115.333,5.12962962962963,1.4578947368421054
664,14,dsp1_07,shortcut liberal,14,305.0,telescope,trashcan,265,427,134,10,53,194,221.333,1.150943396226415,0.7142857142857143
664,15,dsp1_18,Failure,15,770.0,Trashcan,well,142,264,53,194,174,173,115.333,5.422535211267606,2.9166666666666665
664,16,dsp1_05,shortcut liberal,16,346.0,mailbox,bookshelf,264,588,214,30,73,153,197.333,1.3106060606060606,0.5884353741496599
664,17,dsp1_13,learned liberal,17,507.0,stove,chair,323,569,33,30,214,132,222.667,1.5696594427244581,0.8910369068541301
664,18,dsp1_14,learned,18,305.0,stove,bookshelf,203,285,33,30,73,153,137.333,1.5024630541871922,1.0701754385964912
664,19,dsp1_09,Failure,19,774.0,plant,well,224,630,93,30,174,173,171.333,3.455357142857143,1.2285714285714286
664,20,dsp1_21,shortcut,20,202.0,wheelbarrow,mailbox,182,304,114,112,214,30,116.0,1.10989010989011,0.6644736842105263
665,1,dsp1_22,Failure,1,426.0,wheelbarrow,stove,163,607,114,112,33,30,114.667,2.6134969325153374,0.7018121911037891
665,2,dsp1_04,shortcut,2,223.0,chair,trashcan,223,629,214,132,53,194,185.333,1.0,0.35453100158982515
665,3,dsp1_24,uncodable,3,465.0,harp,telescope,183,343,134,153,134,10,133.333,2.540983606557377,1.3556851311953353
665,4,dsp1_05,shortcut liberal,4,304.0,mailbox,bookshelf,264,588,214,30,73,153,197.333,1.1515151515151516,0.5170068027210885
665,5,dsp1_07,shortcut liberal,5,305.0,telescope,trashcan,265,427,134,10,53,194,221.333,1.150943396226415,0.7142857142857143
665,6,dsp1_06,shortcut,6,223.0,mailbox,harp,203,731,214,30,134,153,153.333,1.0985221674876848,0.30506155950752395
665,7,dsp1_16,learned,7,285.0,piano,harp,203,285,13,153,134,153,153.333,1.4039408866995073,1.0
665,8,dsp1_10,Failure,8,649.0,plant,piano,182,285,93,30,13,153,152.0,3.565934065934066,2.2771929824561403
665,9,dsp1_21,uncodable,9,404.0,wheelbarrow,mailbox,182,304,114,112,214,30,116.0,2.21978021978022,1.3289473684210527
665,10,dsp1_03,shortcut,10,281.0,chair,Piano,261,548,214,132,13,153,234.667,1.0766283524904214,0.5127737226277372
665,11,dsp1_09,shortcut,11,224.0,plant,well,224,630,93,30,174,173,171.333,1.0,0.35555555555555557
665,12,dsp1_14,uncodable,12,609.0,stove,bookshelf,203,285,33,30,73,153,137.333,3.0,2.136842105263158
665,13,dsp1_18,Failure,13,729.0,Trashcan,well,142,264,53,194,174,173,115.333,5.133802816901408,2.7613636363636362
665,14,dsp1_13,learned liberal,14,509.0,stove,chair,323,569,33,30,214,132,222.667,1.5758513931888545,0.8945518453427065
665,15,dsp1_23,shortcut liberal,15,244.0,harp,plant,164,404,134,153,93,30,126.667,1.4878048780487805,0.6039603960396039
665,16,dsp1_08,shortcut,16,164.0,telescope,wheelbarrow,162,570,134,10,114,112,115.333,1.0123456790123457,0.28771929824561404
665,17,dsp1_02,shortcut,17,203.0,well,picnic table,203,405,174,173,73,71,137.2,1.0,0.5012345679012346
665,18,dsp1_19,shortcut liberal,18,305.0,bookshelf,plant,143,547,73,153,93,30,118.667,2.132867132867133,0.5575868372943327
665,19,dsp1_17,learned liberal,19,265.0,trashcan,picnic table,183,669,53,194,73,71,130.667,1.4480874316939891,0.3961136023916293
665,20,dsp1_11,shortcut liberal,20,182.0,picnic table,wheelbarrow,82,448,73,71,114,112,44.0,2.2195121951219514,0.40625
666,1,dsp1_24,shortcut,1,183.0,harp,telescope,183,343,134,153,134,10,133.333,1.0,0.5335276967930029
666,2,dsp1_18,shortcut,2,142.0,Trashcan,well,142,264,53,194,174,173,115.333,1.0,0.5378787878787878
666,3,dsp1_04,shortcut,3,223.0,chair,trashcan,223,629,214,132,53,194,185.333,1.0,0.35453100158982515
666,4,dsp1_10,shortcut,4,203.0,plant,piano,182,285,93,30,13,153,152.0,1.1153846153846154,0.712280701754386
666,5,dsp1_21,shortcut,5,202.0,wheelbarrow,mailbox,182,304,114,112,214,30,116.0,1.10989010989011,0.6644736842105263
666,6,dsp1_08,shortcut,6,184.0,telescope,wheelbarrow,162,570,134,10,114,112,115.333,1.1358024691358024,0.32280701754385965
666,7,dsp1_17,shortcut liberal,7,263.0,trashcan,picnic table,183,669,53,194,73,71,130.667,1.4371584699453552,0.3931240657698057
666,8,dsp1_16,shortcut,8,223.0,piano,harp,203,285,13,153,134,153,153.333,1.0985221674876848,0.7824561403508772
666,9,dsp1_02,uncodable,9,365.0,well,picnic table,203,405,174,173,73,71,137.2,1.7980295566502462,0.9012345679012346
666,10,dsp1_19,uncodable,10,507.0,bookshelf,plant,143,547,73,153,93,30,118.667,3.5454545454545454,0.926873857404022
666,11,dsp1_23,shortcut liberal,11,244.0,harp,plant,164,404,134,153,93,30,126.667,1.4878048780487805,0.6039603960396039
666,12,dsp1_13,reverse learned,12,405.0,stove,chair,323,569,33,30,214,132,222.667,1.2538699690402477,0.7117750439367311
666,13,dsp1_11,shortcut liberal,13,366.0,picnic table,wheelbarrow,82,448,73,71,114,112,44.0,4.463414634146342,0.8169642857142857
666,14,dsp1_06,reverse learned,14,243.0,mailbox,harp,203,731,214,30,134,153,153.333,1.1970443349753694,0.332421340629275
666,15,dsp1_03,shortcut,15,302.0,chair,Piano,261,548,214,132,13,153,234.667,1.157088122605364,0.551094890510949
666,16,dsp1_14,shortcut,16,203.0,stove,bookshelf,203,285,33,30,73,153,137.333,1.0,0.712280701754386
666,17,dsp1_05,rev learned liberal,17,366.0,mailbox,bookshelf,264,588,214,30,73,153,197.333,1.3863636363636365,0.6224489795918368
666,18,dsp1_09,shortcut,18,224.0,plant,well,224,630,93,30,174,173,171.333,1.0,0.35555555555555557
666,19,dsp1_07,shortcut liberal,19,305.0,telescope,trashcan,265,427,134,10,53,194,221.333,1.150943396226415,0.7142857142857143
666,20,dsp1_22,shortcut,20,163.0,wheelbarrow,stove,163,607,114,112,33,30,114.667,1.0,0.2685337726523888
667,1,dsp1_18,Failure,1,792.0,Trashcan,well,142,264,53,194,174,173,115.333,5.577464788732394,3.0
667,2,dsp1_22,learned,2,607.0,wheelbarrow,stove,163,607,114,112,33,30,114.667,3.723926380368098,1.0
667,3,dsp1_19,learned liberal,3,465.0,bookshelf,plant,143,547,73,153,93,30,118.667,3.2517482517482517,0.850091407678245
667,4,dsp1_10,Failure,4,771.0,plant,piano,182,285,93,30,13,153,152.0,4.236263736263736,2.705263157894737
667,5,dsp1_07,shortcut liberal,5,305.0,telescope,trashcan,265,427,134,10,53,194,221.333,1.150943396226415,0.7142857142857143
667,6,dsp1_13,learned liberal,6,631.0,stove,chair,323,569,33,30,214,132,222.667,1.9535603715170278,1.10896309314587
667,7,dsp1_08,uncodable,7,548.0,telescope,wheelbarrow,162,570,134,10,114,112,115.333,3.382716049382716,0.9614035087719298
667,8,dsp1_03,Failure,8,810.0,chair,Piano,261,548,214,132,13,153,234.667,3.103448275862069,1.4781021897810218
667,9,dsp1_02,Failure,9,751.0,well,picnic table,203,405,174,173,73,71,137.2,3.6995073891625614,1.854320987654321
667,10,dsp1_05,shortcut liberal,10,346.0,mailbox,bookshelf,264,588,214,30,73,153,197.333,1.3106060606060606,0.5884353741496599
667,11,dsp1_21,learned,11,324.0,wheelbarrow,mailbox,182,304,114,112,214,30,116.0,1.7802197802197801,1.0657894736842106
667,12,dsp1_14,rev learned liberal,12,669.0,stove,bookshelf,203,285,33,30,73,153,137.333,3.2955665024630543,2.3473684210526318
667,13,dsp1_23,learned liberal,13,486.0,harp,plant,164,404,134,153,93,30,126.667,2.9634146341463414,1.202970297029703
667,14,dsp1_06,reverse learned,14,243.0,mailbox,harp,203,731,214,30,134,153,153.333,1.1970443349753694,0.332421340629275
667,15,dsp1_04,shortcut,15,223.0,chair,trashcan,223,629,214,132,53,194,185.333,1.0,0.35453100158982515
667,16,dsp1_16,uncodable,16,607.0,piano,harp,203,285,13,153,134,153,153.333,2.9901477832512313,2.1298245614035087
667,17,dsp1_11,learned liberal,17,222.0,picnic table,wheelbarrow,82,448,73,71,114,112,44.0,2.707317073170732,0.4955357142857143
667,18,dsp1_09,learned liberal,18,424.0,plant,well,224,630,93,30,174,173,171.333,1.8928571428571428,0.6730158730158731
667,19,dsp1_17,shortcut liberal,19,507.0,trashcan,picnic table,183,669,53,194,73,71,130.667,2.7704918032786887,0.757847533632287
667,20,dsp1_24,learned liberal,20,363.0,harp,telescope,183,343,134,153,134,10,133.333,1.9836065573770492,1.0583090379008746
668,1,dsp1_10,learned,1,285.0,plant,piano,182,285,93,30,13,153,152.0,1.565934065934066,1.0
668,2,dsp1_16,learned,2,285.0,piano,harp,203,285,13,153,134,153,153.333,1.4039408866995073,1.0
668,3,dsp1_17,reverse learned,3,305.0,trashcan,picnic table,183,669,53,194,73,71,130.667,1.6666666666666667,0.45590433482810166
668,4,dsp1_14,learned liberal,4,345.0,stove,bookshelf,203,285,33,30,73,153,137.333,1.6995073891625616,1.2105263157894737
668,5,dsp1_23,learned,5,404.0,harp,plant,164,404,134,153,93,30,126.667,2.4634146341463414,1.0
668,6,dsp1_02,learned liberal,6,487.0,well,picnic table,203,405,174,173,73,71,137.2,2.399014778325123,1.202469135802469
668,7,dsp1_21,learned liberal,7,366.0,wheelbarrow,mailbox,182,304,114,112,214,30,116.0,2.010989010989011,1.2039473684210527
668,8,dsp1_19,learned liberal,8,425.0,bookshelf,plant,143,547,73,153,93,30,118.667,2.972027972027972,0.7769652650822669
668,9,dsp1_13,shortcut liberal,9,407.0,stove,chair,323,569,33,30,214,132,222.667,1.2600619195046439,0.7152899824253075
668,10,dsp1_07,Failure,10,751.0,telescope,trashcan,265,427,134,10,53,194,221.333,2.8339622641509434,1.7587822014051522
668,11,dsp1_11,learned liberal,11,488.0,picnic table,wheelbarrow,82,448,73,71,114,112,44.0,5.951219512195122,1.0892857142857142
668,12,dsp1_04,Failure,12,769.0,chair,trashcan,223,629,214,132,53,194,185.333,3.4484304932735426,1.2225755166931638
668,13,dsp1_06,reverse learned,13,243.0,mailbox,harp,203,731,214,30,134,153,153.333,1.1970443349753694,0.332421340629275
668,14,dsp1_05,shortcut liberal,14,304.0,mailbox,bookshelf,264,588,214,30,73,153,197.333,1.1515151515151516,0.5170068027210885
668,15,dsp1_03,learned liberal,15,466.0,chair,Piano,261,548,214,132,13,153,234.667,1.78544061302682,0.8503649635036497
668,16,dsp1_24,shortcut liberal,16,323.0,harp,telescope,183,343,134,153,134,10,133.333,1.7650273224043715,0.9416909620991254
668,17,dsp1_08,shortcut liberal,17,202.0,telescope,wheelbarrow,162,570,134,10,114,112,115.333,1.2469135802469136,0.3543859649122807
668,18,dsp1_09,shortcut liberal,18,464.0,plant,well,224,630,93,30,174,173,171.333,2.0714285714285716,0.7365079365079366
